Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Brittany Markides, Sylvia Crixell, B J Friedman, Lesli Biediger‐Friedman, Hillary Kotwal","Usual intakes of nutrients among children 2‐5 years in Hays County, Texas reveal nutritional risk",2015,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.29.1_supplement.901.16","",11,"2024-07-25 11:47:15","journal-article","10.1096/fasebj.29.1_supplement.901.16","0892-6638","",29,,,,0,0.00,0,5,9,"Nationally, usual intakes of young children meet or exceed dietary reference intakes (DRI). Regional studies are needed to assess diets in high‐risk communities, such as San Marcos, TX in Hays County, where 58% of 7","",""
17,"Javier Arteta, Briana Cobos, Yueqin Hu, Krista Jordan, Krista Howard","Evaluation of How Depression and Anxiety Mediate the Relationship between Pain Catastrophizing and Prescription Opioid Misuse in a Chronic Pain Population",2015,"Pain Medicine","Oxford University Press (OUP)","http://dx.doi.org/10.1111/pme.12886","",12,"2024-07-25 11:47:15","journal-article","10.1111/pme.12886","1526-2375","",,,,,17,1.89,3,5,9,"","http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fpme.12886",""
0,"Jorge Pescador, Blanca Rodriguez, Corina Maeder, Gary Beall, Kevin Lewis","Investigating and Quantitating RNA Binding to Nanoparticles for Potential Use in Gene Therapy",2015,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.29.1_supplement.711.20","",13,"2024-07-25 11:47:15","journal-article","10.1096/fasebj.29.1_supplement.711.20","0892-6638","",29,,,,0,0.00,0,5,9,"Nanoparticles are defined as molecules that are 1‐100 nm in size in at least one dimension, which contributes to their large surface area to volume ratio. Hydrotalcite, montmorillonite, and halloysite are nanoparticles that have garnered attention as potential drug delivery carriers in recent years. The low toxicity levels of these nanoparticles as well as their ability to interact with biomolecules, such as proteins and nucleic acids, is a key feature for gene therapy applications using nanotechnology. Previous studies have shown that single‐stranded and double‐stranded oligonucleotides and plasmid DNAs bind well to these nanoparticles. Binding of RNA, however, has not been extensively studied. With RNAi becoming an important potential gene therapy tool, finding suitable drug delivery vehicles for siRNAs is of crucial importance. In our studies, we have evaluated the binding efficiency of different types of RNAs (ssRNA, dsRNA, and complex RNA structures) to different nanoparticles and compared them to DNA binding studies with the same nanoparticles. In initial studies focusing on the layered double hydroxide hydrotalcite, a combination of physical and molecular biological assays was employed to assess binding to DNAs and RNAs with different structures. In addition, competition and displacement studies were performed using anionic salts such as carbonate, sulfate, and phosphate to further study the exchange capacity and the binding affinity of one over the other of these anions with the RNAs of interest. In the future, we also aim to characterize the mode of binding using X‐ray diffraction and transmission electron microscopy.","",""
3,"Meredith R.E. Aiken, Daniel M. Wolcott, Adam Duarte, Ryan S. Luna, Heath D. Starns, Floyd W. Weckerly","Use of rumen–reticulum fill to examine nutrient transfer and factors influencing food intake in white-tailed deer (<i>Odocoileus</i><i>virginianus</i>)",2015,"Canadian Journal of Zoology","Canadian Science Publishing","http://dx.doi.org/10.1139/cjz-2014-0286","",14,"2024-07-25 11:47:15","journal-article","10.1139/cjz-2014-0286","0008-4301","",93,6,439,445,3,0.33,1,6,9,"Estimating relationships of gut fill in mammalian herbivores is useful to understanding digestive functions. Large animals might have more fluid in the gut to facilitate nutrient transfer between the gut lumen and the gut wall. Furthermore, relationships between concentrations of dietary refractory and indigestible fiber (CRIF) and gut fill might indicate whether chemostatic factors or physical distension of the gut affects food intake. We collected white-tailed deer (Odocoileus virginianus (Zimmermann, 1780); 122 males, 152 females) from three sites in central and south Texas that varied in diet quality as indexed by rumen–reticulum crude protein concentrations. Large animals did not have more fluid in their rumina–reticula than small animals because the scalar between body mass and wet mass of rumen–reticulum contents was not greater than the scalar estimated for dry mass of rumen–reticulum contents. We expected a positive or an inverse relationship when rates of forage comminution, digestion, and particle passage were high or low, respectively. At the site where deer had access to a high-quality pelleted diet, we detected a positive relationship between CRIF and dry mass. At sites with free-ranging deer and lower quality diets, relationships between CRIF and dry fill were inversely related. Food intake of deer was probably influenced by chemostatic factors at the site with a high-quality pelleted diet and by physical distension of the gut at the other two sites.","http://www.nrcresearchpress.com/doi/full-xml/10.1139/cjz-2014-0286",""
15,"Desireé Vega, Jon Lasser, Cynthia Plotts","Global migration: The need for culturally competent school psychologists",2015,"School Psychology International","SAGE Publications","http://dx.doi.org/10.1177/0143034315587011","",15,"2024-07-25 11:47:15","journal-article","10.1177/0143034315587011","0143-0343","",36,4,358,374,15,1.67,5,3,9,"Never before have more children lived away from their home countries. Given the unique social, emotional, and academic needs of children who have migrated, school psychologists must be well prepared to meet these growing demands. Consequently, school psychology training programs must invest in the preparation of culturally competent future school psychologists. In this article, we review relevant literature regarding children, migration, and school psychology and then describe a model training program that was developed to prepare school psychologists in Texas, where there are a significant number of migrant children from Mexico and South America. Broader implications for training school psychologist in the areas of cultural and linguistic diversity are discussed.","http://journals.sagepub.com/doi/pdf/10.1177/0143034315587011",""
9,"Martin Burtscher, Wuxu Peng, Apan Qasem, Hongchi Shi, Dan Tamir, Heather Thiry","A Module-based Approach to Adopting the 2013 ACM Curricular Recommendations on Parallel Computing",2015,"Proceedings of the 46th ACM Technical Symposium on Computer Science Education","ACM","http://dx.doi.org/10.1145/2676723.2677270","",16,"2024-07-25 11:47:15","proceedings-article","10.1145/2676723.2677270","","",,,,,9,1.00,2,6,9,"","https://dl.acm.org/doi/pdf/10.1145/2676723.2677270",""
0,"Abel Ardis, Bahram Asiabanpour, Nicholas Hawkes, Mohammed Khodabakhsh, Steven Mathis","Centrifugal Power Transmission Apparatus Design, Development, and Optimization",2015,"Volume 2B: Advanced Manufacturing","American Society of Mechanical Engineers","http://dx.doi.org/10.1115/imece2015-51976","",17,"2024-07-25 11:47:15","proceedings-article","10.1115/imece2015-51976","","",,,,,0,0.00,0,5,9,"This research focuses on the design optimization of the mechanical and electrical mechanisms, structure, and materials of an innovative apparatus capable centrifugal power-based of transferring power with a near-zero energy loss. In addition to mechanical and electrical system development, this study optimizes the product and improves the efficiency of the system so that it is lighter, costs less, wastes less energy, is easier to manufacture and assemble in low quantity and mass produce. The mechanism has many potential uses in lifting systems, drilling, and windmill mechanisms.","http://asmedigitalcollection.asme.org/IMECE/proceedings-pdf/doi/10.1115/IMECE2015-51976/2492435/v02bt02a023-imece2015-51976.pdf",""
0,"Stuart Siroky, Rodion Podorozhny, Guowei Yang","Verification of Architectural Constraints on Sequences of Method Invocations",2015,"ACM SIGSOFT Software Engineering Notes","Association for Computing Machinery (ACM)","http://dx.doi.org/10.1145/2693208.2693246","",18,"2024-07-25 11:47:15","journal-article","10.1145/2693208.2693246","0163-5948","",40,1,1,4,0,0.00,0,3,9,"The importance of correspondence between the architectural prescription and implementation has been long recognized. This paper presents an approach to verification of constraints on method invocation chains prescribed by an architectural style. It consists of two key steps. One, static backward and forward search is applied on the call graph of the system, to find all potential paths between the initial method and the final method prescribed in the architecture. Two, symbolic execution is applied to check the feasibility of those potential paths and generate tests for all feasible ones to check the correspondence. We implement our approach in a prototype based on Soot and Symbolic PathFinder (SPF), and demonstrate the usefulness of our approach using a case study.","https://dl.acm.org/doi/pdf/10.1145/2693208.2693246",""
1,"Michael P. O’Malley, Tanya A. Long, Jeffry King","“What Do You Do All Day?!”",2015,"Journal of Cases in Educational Leadership","SAGE Publications","http://dx.doi.org/10.1177/1555458915584673","",19,"2024-07-25 11:47:15","journal-article","10.1177/1555458915584673","1555-4589","",18,2,107,121,1,0.11,0,3,9,"Multiple and complex issues simultaneously present themselves for the principal’s attention. Learning how to identify, prioritize, synthesize, and act in relation to these issues poses a particular challenge to early career principals. This case study engages aspiring and current school leaders in critical reflection upon leadership opportunities and practices in a simulated setting that elicits challenges commonly experienced by early career principals. Discussion questions integrate educational leadership research specific to the case issues. Activity suggestions focus on use of the case as a collaborative assessment in an educational leadership admissions process, midpoint review, or course; as a self-assessment; and in supervision of principals.","http://journals.sagepub.com/doi/pdf/10.1177/1555458915584673",""
5,"Guowei Yang, Quan Chau Dong Do, Junye Wen","Distributed Assertion Checking Using Symbolic Execution",2015,"ACM SIGSOFT Software Engineering Notes","Association for Computing Machinery (ACM)","http://dx.doi.org/10.1145/2830719.2830729","",20,"2024-07-25 11:47:15","journal-article","10.1145/2830719.2830729","0163-5948","",40,6,1,5,5,0.56,2,3,9,"Annotating functional correctness properties of code using assertions, in principle, enables systematic checking of code against behavioral properties. In practice however, checking assertions can be costly, especially for complex code annotated with rich behavioral properties. This paper introduces a novel approach for distributing the problem of checking assertions for better scalability. Leveraging that assertions should be side effect free, our approach distributes assertion checking into simpler sub-problems---each focusing on checking one single assertion, so that different assertions are checked in parallel among multiple workers. Furthermore, the sub-problem analysis performed by each worker is guided by the checked assertion to avoid irrelevant path exploration and is prioritized based on the distance towards the checked assertion to provide earlier feedback. A case study shows that our approach can provide a reduction in analysis time required for symbolic execution of Java programs compared to non-distributed approach using the Symbolic PathFinder tool.","https://dl.acm.org/doi/pdf/10.1145/2830719.2830729",""
5,"Scott A. Mogull, Deborah Balzhiser","Pharmaceutical companies are writing the script for health consumerism",2015,"Communication Design Quarterly","Association for Computing Machinery (ACM)","http://dx.doi.org/10.1145/2826972.2826976","",21,"2024-07-25 11:47:15","journal-article","10.1145/2826972.2826976","2166-1642","",3,4,35,49,5,0.56,3,2,9,"In this rhetorical analysis based on the Foucaultian constructs of power in medicine, specifically the docile body, the medical gaze, and health consumerism, the authors examine ways the pharmaceutical industry used web-based direct-to-consumer advertising, from 2007-2010, to craft interactions between U.S. consumers and physicians in ways that changed the traditional patient-physician relationship in order to drive sales of brand-name therapeutic drugs. We demonstrate how the pharmaceutical industry uses its websites to script power relationships between patients and physicians in order to undermined physician authority and empower patients to become healthcare consumers. We speculate that this shift minimizes or even erases dialogue, diagnosis, and consideration of medical expertise. We suggest that if it is important to uphold values of the modern version of the hippocratic oath, it may be necessary to provide physicians and patients additional parts in the script so that medical decisions are made based on sound science, knowledge, and experience.","https://dl.acm.org/doi/pdf/10.1145/2826972.2826976",""
3,"Tyler J. Vaughan, Joycelyn Pollock, Donna M. Vandiver","Sex Differences in Arrest for Juvenile Assaults",2015,"Violence and Gender","Mary Ann Liebert Inc","http://dx.doi.org/10.1089/vio.2014.0028","",22,"2024-07-25 11:47:15","journal-article","10.1089/vio.2014.0028","2326-7836","",2,1,24,34,3,0.33,1,3,9,"","https://www.liebertpub.com/doi/full-xml/10.1089/vio.2014.0028",""
5,"Don Olson, Joseph Hook, Russell Doescher, Steven Wolf","The Tacoma Narrows Bridge Collapse on Film and Video",2015,"The Physics Teacher","American Association of Physics Teachers (AAPT)","http://dx.doi.org/10.1119/1.4933145","",23,"2024-07-25 11:47:15","journal-article","10.1119/1.4933145","0031-921X","",53,8,461,465,5,0.56,1,4,9,"This month marks the 75th anniversary of the Tacoma Narrows Bridge collapse. During a gale on Nov. 7, 1940, the bridge exhibited remarkable oscillations before collapsing spectacularly (Figs. 1–5). Physicists over the years have spent a great deal of time and energy studying this event. By using open-source analysis tools and digitized footage of the disaster, physics students in both high school and college can continue in this tradition. Students can watch footage of “Galloping Gertie,” ask scientific questions about the bridge's collapse, analyze data, and draw conclusions from that analysis. Students should be encouraged to pursue their own investigations, but the question that drove our inquiry was this: When physics classes watch modern video showing the oscillations and the free fall of the bridge fragments, are these scenes sped up, slowed down, or at the correct speed compared to what was observed by the eyewitnesses on Nov. 7, 1940?","https://pubs.aip.org/aapt/pte/article-pdf/53/8/461/9865096/461_1_online.pdf",""
10,"Jared Coplin, Martin Burtscher","Effects of source-code optimizations on GPU performance and energy consumption",2015,"Proceedings of the 8th Workshop on General Purpose Processing using GPUs","ACM","http://dx.doi.org/10.1145/2716282.2716292","",24,"2024-07-25 11:47:15","proceedings-article","10.1145/2716282.2716292","","",,,,,10,1.11,5,2,9,"","https://dl.acm.org/doi/pdf/10.1145/2716282.2716292",""
14,"Molly A. O'Neil, Martin Burtscher","Rethinking the parallelization of random-restart hill climbing: a case study in optimizing a 2-opt TSP solver for GPU execution",2015,"Proceedings of the 8th Workshop on General Purpose Processing using GPUs","ACM","http://dx.doi.org/10.1145/2716282.2716287","",25,"2024-07-25 11:47:15","proceedings-article","10.1145/2716282.2716287","","",,,,,14,1.56,7,2,9,"","https://dl.acm.org/doi/pdf/10.1145/2716282.2716287",""
5,"Blanca V. Rodriguez, Jorge Pescador, Nicole Pollok, Gary W. Beall, Corina Maeder, L. Kevin Lewis","Impact of size, secondary structure, and counterions on the binding of small ribonucleic acids to layered double hydroxide nanoparticles",2015,"Biointerphases","American Vacuum Society","http://dx.doi.org/10.1116/1.4936393","",26,"2024-07-25 11:47:15","journal-article","10.1116/1.4936393","1934-8630","",10,4,,,5,0.56,1,6,9,"Use of ribonucleic acid (RNA) interference to regulate protein expression has become an important research topic and gene therapy tool, and therefore, finding suitable vehicles for delivery of small RNAs into cells is of crucial importance. Layered double metal hydroxides such as hydrotalcite (HT) have shown great promise as nonviral vectors for transport of deoxyribose nucleic acid (DNA), proteins, and drugs into cells, but the adsorption of RNAs to these materials has been little explored. In this study, the binding of small RNAs with different lengths and levels of secondary structure to HT nanoparticles has been analyzed and compared to results obtained with small DNAs in concurrent experiments. Initial experiments established the spectrophotometric properties of HT in aqueous solutions and determined that HT particles could be readily sedimented with near 100% efficiencies. Use of RNA+HT cosedimentation experiments as well as electrophoretic mobility shift assays demonstrated strong adsorption of RNA 25mers to HT, with twofold greater binding of single-stranded RNAs relative to double-stranded molecules. Strong affinities were also observed with ssRNA and dsRNA 54mers and with more complex transfer RNA molecules. Competition binding and RNA displacement experiments indicated that RNA-HT associations were strong and were only modestly affected by the presence of high concentrations of inorganic anions.","https://pubs.aip.org/avs/bip/article-pdf/doi/10.1116/1.4936393/14580514/041007_1_online.pdf",""
20,"Katherine Ledbetter‐Cho, Russell Lang, Katy Davenport, Melissa Moore, Allyson Lee, Alexandria Howell, Christine Drew, Dana Dawson, Marjorie H. Charlop, Terry Falcomata, Mark O'Reilly","Effects of script training on the peer‐to‐peer communication of children with autism spectrum disorder",2015,"Journal of Applied Behavior Analysis","Wiley","http://dx.doi.org/10.1002/jaba.240","",27,"2024-07-25 11:47:15","journal-article","10.1002/jaba.240","0021-8855","",48,4,785,799,20,2.22,2,11,9,"A multiple baseline design across participants was used to demonstrate the effects of a script‐training procedure on the peer‐to‐peer communication of 3 children with autism spectrum disorder during group play with peers. Both scripted and unscripted initiations as well as responses to peers increased for all 3 participants. Stimulus generalization across novel toys, settings, and peers was observed. Novel unscripted initiations, responses, and appropriate changes in topics during peer‐to‐peer exchanges were analyzed by considering the cumulative frequency of these behaviors across phases of the study. Treatment gains were maintained during 4‐week follow‐up sessions. Results are discussed in terms of recommendations for practitioners, response variability, and potential future avenues of research.","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjaba.240",""
35,"Christopher J. Lonigan, Beth M. Phillips, Jeanine L. Clancy, Susan H. Landry, Paul R. Swank, Michael Assel, Heather B. Taylor, Alice Klein, Prentice Starkey, Celene E. Domitrovich, Nancy Eisenberg, Jill de Villiers, Peter de Villiers, Marcia Barnes","Impacts of a Comprehensive School Readiness Curriculum for Preschool Children at Risk for Educational Difficulties",2015,"Child Development","Wiley","http://dx.doi.org/10.1111/cdev.12460","",28,"2024-07-25 11:47:15","journal-article","10.1111/cdev.12460","0009-3920","",86,6,1773,1793,35,3.89,4,14,9,"This article reports findings from a cluster‐randomized study of an integrated literacy‐ and math‐focused preschool curriculum, comparing versions with and without an explicit socioemotional lesson component to a business‐as‐usual condition. Participants included 110 classroom teachers from randomized classrooms and approximately eight students from each classroom (","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fcdev.12460",""
29,"Ann K. Brooks, Chinedu Anumudu","Identity Development in Personal Branding Instruction",2015,"Adult Learning","SAGE Publications","http://dx.doi.org/10.1177/1045159515616968","",29,"2024-07-25 11:47:15","journal-article","10.1177/1045159515616968","1045-1595","",27,1,23,29,29,3.22,15,2,9,"Increased technology, integration of the global economy, and the shift from investing in long-term employees to hiring temporary contract workers have spawned pervasive employment insecurity. This trend has led to a growing industry of career and marketing professionals, who have found a career niche in helping job seekers create personal brands and apply marketing tactics to their personal identities. This article looks critically at the use of narrative identity development activities in materials used to teach personal branding to emerging adults and some of the challenges personal branders face in marketing an extended self in virtual space.","http://journals.sagepub.com/doi/pdf/10.1177/1045159515616968",""
0,"Vangelis Metsis, Ioannis D. Schizas, Gregg Marshall","Real-time subspace denoising of polysomnographic data",2015,"Proceedings of the 8th ACM International Conference on PErvasive Technologies Related to Assistive Environments","ACM","http://dx.doi.org/10.1145/2769493.2769584","",30,"2024-07-25 11:47:15","proceedings-article","10.1145/2769493.2769584","","",,,,,0,0.00,0,3,9,"","https://dl.acm.org/doi/pdf/10.1145/2769493.2769584",""
25,"Hansong Zhang, Jennifer E. Farrell, Joshua N. Hook, Don E. Davis, Daryl R. Van Tongeren, Kathryn A. Johnson","Intellectual Humility and Forgiveness of Religious Conflict",2015,"Journal of Psychology and Theology","SAGE Publications","http://dx.doi.org/10.1177/009164711504300403","",31,"2024-07-25 11:47:15","journal-article","10.1177/009164711504300403","0091-6471","",43,4,255,262,25,2.78,4,6,9,"Intellectual humility (IH) involves an accurate view of one's intellectual strengths and weaknesses as well as the ability to negotiate different ideas in an interpersonally respectful manner. The current study examined how IH and perceptions of IH affect responses to a religious conflict. Participants (N = 200) were undergraduate students who filled out online questionnaires about their experience of a religious conflict. Participants rated (a) their own IH toward the offender's religious beliefs and values, (b) their perception of the offender's IH toward the participants’ religious beliefs and values, and (c) their own general humility. Next, they reported their forgiveness of the offender following a religious conflict. Both victim IH and perceived IH of the offender were positively associated with forgiveness, even when controlling for general humility. We conclude by discussing limitations and areas for future research.","http://journals.sagepub.com/doi/pdf/10.1177/009164711504300403",""
2,"David Pendergrass, Anne McFarland, Larry Hauck","Instream Bacteria Influences from Bird Habitation of Bridges",2015,"JAWRA Journal of the American Water Resources Association","Wiley","http://dx.doi.org/10.1111/1752-1688.12329","",32,"2024-07-25 11:47:15","journal-article","10.1111/1752-1688.12329","1093-474X","",51,6,1519,1533,2,0.22,1,3,9,"Abstract: The representativeness of ambient water samples collected from bridge crossings has occasionally been challenged because critics contend birds nesting on bridges elevate fecal indicator bacteria concentrations over samples collected from river reaches not spanned by bridges. This study was designed to evaluate the influence, if any, of bridge‐dwelling bird colonies on instream bacteria concentrations. Three bridges in central Texas were sampled under dry‐weather conditions for instream","http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2F1752-1688.12329",""
58,"Chanchai Tangpong, Michael Abebe, Zonghui Li","A Temporal Approach to Retrenchment and Successful Turnaround in Declining Firms",2015,"Journal of Management Studies","Wiley","http://dx.doi.org/10.1111/joms.12131","",33,"2024-07-25 11:47:15","journal-article","10.1111/joms.12131","0022-2380","",52,5,647,677,58,6.44,19,3,9,"Abstract: This study extends current understanding of the retrenchment–turnaround relationship in declining firms by introducing a temporal approach and arguing that the effectiveness of retrenchment as a strategy is contingent on its adoption early in turnaround attempts. Drawing from the two‐stage turnaround model and insights from the literature on downward spirals in organizations, we develop and test a theoretical model that explains how temporal considerations in retrenchment influence the likelihood of successful turnaround. Using a matched pair sample of 96 US firms, we find that declining firms that implement retrenchment actions early have a higher likelihood of successful turnaround. The findings also indicate that while two specific retrenchment actions, early divestments and early geographic market exits, significantly contribute to the likelihood of successful turnaround, early layoffs do not. Overall, the findings shed some light on the importance of timing strategic actions in organizational turnarounds. Implications for research and practice are discussed.","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fjoms.12131",""
2,"Brian K. Miller, Elizabeth Adair, Kay McGlashan Nicols, Dennis L Smart","Hindering the help: Politics and engagement in volunteer service organizations",2015,"Academy of Management Proceedings","Academy of Management","http://dx.doi.org/10.5465/ambpp.2015.11555abstract","",34,"2024-07-25 11:47:15","journal-article","10.5465/ambpp.2015.11555abstract","0065-0668","",2015,1,11555,11555,2,0.22,1,4,9,"","https://journals.aom.org/doi/10.5465/ambpp.2015.11555abstract",""
18,"Russell Weaver, Chris Holtkamp","Geographical Approaches to Understanding Urban Decline: From Evolutionary Theory to Political Economy…and Back?",2015,"Geography Compass","Wiley","http://dx.doi.org/10.1111/gec3.12211","",35,"2024-07-25 11:47:15","journal-article","10.1111/gec3.12211","1749-8198","",9,5,286,302,18,2.00,9,2,9,"Abstract: This article surveys selected theories of urban growth and decline, from an American shrinking cities perspective, on the backdrop of three key themes. First, urban change is context‐dependent. Second, urban (de)growth processes are multiscalar. And third, growth and shrinkage are not part of a dichotomy but are different realizations of similar underlying processes. Because the relationships between globalization and regional‐ and city‐level urban restructuring tendencies are relatively established in the shrinking cities literature, the present article focuses primarily on","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fgec3.12211",""
