Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
6,"Chang Ji, Shannon E. Day, Stephanie A. Ortega, Gary W. Beall","Henry’s Law Constants of Some Aromatic Aldehydes and Ketones Measured by an Internal Standard Method",2008,"Journal of Chemical &amp; Engineering Data","American Chemical Society (ACS)","http://dx.doi.org/10.1021/je700612b","",11,"2024-07-25 13:46:09","journal-article","10.1021/je700612b","0021-9568","",53,5,1093,1097,6,0.38,2,4,16,"","https://pubs.acs.org/doi/pdf/10.1021/je700612b",""
36,"Cindy Royal, Deepina Kapila","What's on Wikipedia, and What's Not . . . ?",2008,"Social Science Computer Review","SAGE Publications","http://dx.doi.org/10.1177/0894439308321890","",12,"2024-07-25 13:46:09","journal-article","10.1177/0894439308321890","0894-4393","",27,1,138,148,36,2.25,18,2,16,"The World Wide Web continues to grow closer to achieving the vision of becoming the repository of all human knowledge, as features and applications that support user-generated content become more prevalent. Wikipedia is fast becoming an important resource for news and information. It is an online information source that is increasingly used as the first, and sometimes only, stop for online encyclopedic information. Using a method employed by Tankard and Royal to judge completeness of Web content, completeness of information on Wikipedia is assessed. Some topics are covered more comprehensively than others, and the predictors of these biases include recency, importance, population, and financial wealth. Wikipedia is more a socially produced document than a value-free information source. It reflects the viewpoints, interests, and emphases of the people who use it.","http://journals.sagepub.com/doi/pdf/10.1177/0894439308321890",""
0,"M. Alejandra Sorto, Alexander White","The Gumball Machine: Linking Research and Practice About the Concept of Variability",2008,"Journal of Statistics Education","Informa UK Limited","http://dx.doi.org/10.1080/10691898.2008.11889567","",13,"2024-07-25 13:46:09","journal-article","10.1080/10691898.2008.11889567","1069-1898","",16,2,128,128,0,0.00,0,2,16,"","https://www.tandfonline.com/doi/pdf/10.1080/10691898.2008.11889567",""
90,"Yao Liu, David B. Turner, Tanya N. Singh, Alfredo M. Angeles-Boza, Abdellatif Chouai, Kim R. Dunbar, Claudia Turro","Ultrafast Ligand Exchange: Detection of a Pentacoordinate Ru(II) Intermediate and Product Formation",2008,"Journal of the American Chemical Society","American Chemical Society (ACS)","http://dx.doi.org/10.1021/ja806860w","",14,"2024-07-25 13:46:09","journal-article","10.1021/ja806860w","0002-7863","",131,1,26,27,90,5.63,13,7,16,"","https://pubs.acs.org/doi/pdf/10.1021/ja806860w",""
17,"Dan Tamir, Oleg V. Komogortsev, Carl J. Mueller","An effort and time based measure of usability",2008,"Proceedings of the 6th international workshop on Software quality","ACM","http://dx.doi.org/10.1145/1370099.1370111","",15,"2024-07-25 13:46:09","proceedings-article","10.1145/1370099.1370111","","",,,,,17,1.06,6,3,16,"","https://dl.acm.org/doi/pdf/10.1145/1370099.1370111",""
0,"Devin Blass, Barrett Matthews, Rachell E Booth, Debra A Feakes","Investigation of the Interactions of Polyhedral Borane Anions with Serum Albumins",2008,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.22.1_supplement.1057.6","",16,"2024-07-25 13:46:09","journal-article","10.1096/fasebj.22.1_supplement.1057.6","0892-6638","",22,,,,0,0.00,0,4,16,"Boron neutron capture therapy (BNCT) is a type of radiation therapy used in the treatment of cancerous tumors such as","",""
0,"Amanda L Mosier, Katherine E Saul, Joseph R Koke, Dana M Garcia","Optic Nerve Re‐Growth in <i>Danio rerio</i>",2008,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.22.1_supplement.977.1","",17,"2024-07-25 13:46:09","journal-article","10.1096/fasebj.22.1_supplement.977.1","0892-6638","",22,,,,0,0.00,0,4,16,"Regeneration in the central nervous system of teleost fish is well documented. A study using epifluorescence microscopy was conducted to correlate regeneration stages of severed axons of the optic nerve in adult zebrafish (","",""
4,"R.K. Pandey, H. Stern, W.J. Geerts, P. Padmini, P. Kale, Jian Dou, R. Schad","Room Temperature Magnetic-Semicondcutors in Modified Iron Titanates: Their Properties and Potential Microelectronic Devices",2008,"Advances in Science and Technology","Trans Tech Publications Ltd","http://dx.doi.org/10.4028/www.scientific.net/ast.54.216","",18,"2024-07-25 13:46:09","proceedings-article","10.4028/www.scientific.net/ast.54.216","1662-0356","",,,,,4,0.25,1,7,16,"The phenomenal growths of information technology and related fields have warranted the development of new class of materials. Multifunctional oxides, magnetic-semiconductors, multiferroics and smart materials are just a few examples of such materials. They are needed for the development of novel technologies such as spintronics, magneto-electronics, radhard electronics, and advanced microelectronics. For these technologies, of particular interest are some solid solutions of ilmenite-hematite (IH) represented by (1-x) FeTiO3.xFe2O3 where x varies from 0 to 1; Mn-doped ilmenite (Mn+3-FeTiO3) and Mn-doped pseudobrookite, Mn+3-Fe2TiO5 (PsB). These multifunctional oxides are ferromagnetic with the magnetic Curie points well above the room temperature as well as wide bandgap semiconductors with band gap Eg > 2.5 eV. This paper outlines: (a) processing of device quality samples for structural, electrical and magnetic characterization, (b) fabrication and evaluation of an integrated structure for controlled magnetic switching, and (c) the response of the two terminal non-linear current-voltage (I-V) characteristics when biased by a dc voltage. Subsequently, we will identify a few microelectronic applications based on this class of oxides.","https://www.scientific.net/AST.54.216.pdf",""
0,"Robert J.C. McLean, Thomas R. Simpson","Preparing for Biofilm Studies in the Field",2008,"Current Protocols in Microbiology","Wiley","http://dx.doi.org/10.1002/9780471729259.mc01b04s10","",19,"2024-07-25 13:46:09","journal-article","10.1002/9780471729259.mc01b04s10","1934-8525","",10,1,,,0,0.00,0,2,16,"ABSTRACT: In their natural environments, microorganisms are under constant environmental selection to form biofilms. Using aquatic biofilms as an example, this unit illustrates general concepts in field biology and practical suggestions for designing, conducting, and analyzing biofilm experiments at varying distances from the laboratory. The unit also addresses an example of a special situation (space flight) where experimentation must be done by proxy through another individual or machine.","http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9780471729259.mc01b04s10",""
2,"Darren L. Williams, Casie L. Jupe, Karl D. Kuklenz, Thomas J. Flaherty","An Inexpensive, Digital Instrument for Surface Tension, Interfacial Tension, and Density Determination",2008,"Industrial &amp; Engineering Chemistry Research","American Chemical Society (ACS)","http://dx.doi.org/10.1021/ie800211a","",20,"2024-07-25 13:46:09","journal-article","10.1021/ie800211a","0888-5885","",47,12,4286,4289,2,0.13,1,4,16,"","https://pubs.acs.org/doi/pdf/10.1021/ie800211a",""
4,"Tom Grimes, Lori Bergen","The Epistemological Argument Against a Causal Relationship Between Media Violence and Sociopathic Behavior Among Psychologically Well Viewers",2008,"American Behavioral Scientist","SAGE Publications","http://dx.doi.org/10.1177/0002764207312008","",21,"2024-07-25 13:46:09","journal-article","10.1177/0002764207312008","0002-7642","",51,8,1137,1154,4,0.25,2,2,16,"Much of the media violence research that has occurred, principally in the United States, has been based on a fundamental epistemological error: A correlation between variables— that is, between the consumption of media violence and acted-out aggression—has been inferred by many researchers to be a causal relationship. This article suggests that scholars who infer causation from correlation miss an important point. They propose to rescue a deeply flawed literary corpus by applying statistical principles that do not account for the theoretical and methodological disarray of much of the media violence literature, a disarray that invalidates their probabilistic calculations. This article suggests that rather than argue a causal hypothesis, it is more productive to untangle the conceptual and methodological confusion that hobbles this study area. A by-product could be the dissolution of the causal argument: The putative causal relationship between society's consumption of media violence and social aggression may disappear.","http://journals.sagepub.com/doi/pdf/10.1177/0002764207312008",""
0,"Elizabeth Lyla Crittenden, Elizabeth L Capalbo, Dana M García","Expression of Modd muscarinic acetylcholine receptors in the retinas of bluegill and zebra fish",2008,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.22.1_supplement.1127.6","",22,"2024-07-25 13:46:09","journal-article","10.1096/fasebj.22.1_supplement.1127.6","0892-6638","",22,,,,0,0.00,0,3,16,"Light adaptation in most vertebrates occurs through adjustments in pupil diameter. Teleosts, however, have a fixed pupil size, so they rely on retinomotor movements to regulate the amount of light incident on the photoreceptors. Retinomotor movements include photoreceptor contraction and elongation as well as the aggregation and dispersion of membrane bound pigment granules located in the retinal pigment epithelium. Previous work has shown that pigment granule dispersion can be induced using the neurotransmitter acetylcholine acting via muscarinic receptors and that dispersion can be inhibited by M","",""
0,"Jarryd Brennan, Jessica R. Karr, Karl Jasheway, Wendi M. David","Characterization of SV40 T‐antigen G‐quadruplex Helicase Activity Using SPR",2008,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.22.1_supplement.608.2","",23,"2024-07-25 13:46:09","journal-article","10.1096/fasebj.22.1_supplement.608.2","0892-6638","",22,,,,0,0.00,0,4,16,"Simian Virus 40 (SV40) is a double stranded DNA virus helpful as a model system for eukaryotic cellular DNA replication. It encodes a Large T‐antigen (T‐ag) protein, which is essential for viral genome replication and regulation of the host cell cycle. Acting as a helicase enzyme, T‐ag is able to unwind various forms of DNA. Guanine rich sequences of DNA capable of forming G‐quadruplex knot‐like structures have been identified in several eukaryotic oncogene promoter regions, as well as in the SV40 virus genome, and may possibly influence transcription activity. T‐ag forms an active hexameric unit in the presence of ATP, and was demonstrated to bind single‐strand, duplex, and G‐quadruplex DNA using real time surface plasmon resonance (SPR). Probing with single strand binding protein (SSB) confirmed that T‐ag activity resulted in the unwinding of an intermolecular quadruplex.","",""
107,"Daniel A. Lutterman, Abdellatif Chouai, Yao Liu, Yujie Sun, Cristina D. Stewart, Kim R. Dunbar, Claudia Turro","Intercalation Is Not Required for DNA Light-Switch Behavior",2008,"Journal of the American Chemical Society","American Chemical Society (ACS)","http://dx.doi.org/10.1021/ja071001v","",24,"2024-07-25 13:46:09","journal-article","10.1021/ja071001v","0002-7863","",130,4,1163,1170,107,6.69,15,7,16,"","https://pubs.acs.org/doi/pdf/10.1021/ja071001v",""
13,"James P. Gaertner, Tiffany Garres, Jesse C. Becker, Maria L. Jimenez, Michael R. J. Forstner, Dittmar Hahn","Temporal analyses of Salmonellae in a headwater spring ecosystem reveals the effects of precipitation and runoff events",2008,"Journal of Water and Health","IWA Publishing","http://dx.doi.org/10.2166/wh.2009.138","",25,"2024-07-25 13:46:09","journal-article","10.2166/wh.2009.138","1477-8920","",7,1,115,121,13,0.81,2,6,16,"Sediments and water from the spring and slough arm of Spring Lake, the pristine headwaters of the San Marcos River, Texas, were analyzed for Salmonellae by culture and molecular techniques before and after three major precipitation events, each with intermediate dry periods. Polymerase chain reaction (PCR)-assisted analyses of enrichment cultures detected Salmonellae in samples after all three precipitation events, but failed to detect them immediately prior to the rainfall events. Detection among individual locations differed with respect to the precipitation event analyzed, and strains isolated were highly variable with respect to serovars. These results demonstrate that rainwater associated effects, most likely surface runoff, provide an avenue for short-term pollution of aquatic systems with Salmonellae that do not, however, appear to establish for the long-term in water nor sediments.","http://iwaponline.com/jwh/article-pdf/7/1/115/397127/115.pdf",""
47,"Prasun Mukherjee, Jeffrey A. Crank, Pritesh S. Sharma, Aruna B. Wijeratne, Ramkrishna Adhikary, Sayantan Bose, Daniel W. Armstrong, Jacob W. Petrich","Dynamic Solvation in Phosphonium Ionic Liquids:  Comparison of Bulk and Micellar Systems and Considerations for the Construction of the Solvation Correlation Function, <i>C</i>(<i>t</i>)",2008,"The Journal of Physical Chemistry B","American Chemical Society (ACS)","http://dx.doi.org/10.1021/jp7107126","",26,"2024-07-25 13:46:09","journal-article","10.1021/jp7107126","1520-6106","",112,11,3390,3396,47,2.94,6,8,16,"","https://pubs.acs.org/doi/pdf/10.1021/jp7107126",""
38,"Marian L. Houser, Sean M. Horan, Lisa A. Furler","Dating in the fast lane: How communication predicts speed-dating success",2008,"Journal of Social and Personal Relationships","SAGE Publications","http://dx.doi.org/10.1177/0265407508093787","",27,"2024-07-25 13:46:09","journal-article","10.1177/0265407508093787","0265-4075","",25,5,749,768,38,2.38,13,3,16,"Speed-dating has become a popular way to initiate relationships; however, little scholarly research has focused on these events. This research is designed to investigate positive and negative predictors of possible relationships by focusing on decisions to engage in future dates. Interpersonal attraction, homophily, and nonverbal immediacy have been linked to the predicted outcome value (POV) of relationships during initial encounters. This study investigates how these variables influence date decisions in a six minute speed-dating experience. Results indicate interpersonal attraction and nonverbal immediacy significantly predict POV but not future date decisions. Moreover, men reported higher levels of homophily and interpersonal attraction than women. Differential elements of speed-dating as an initial interaction context and the relevance of demographics are discussed.","http://journals.sagepub.com/doi/pdf/10.1177/0265407508093787",""
11,"Mukesh Kumar, Francisco Cervantes-Lee, Keith H. Pannell, Jianguo Shao","Synthesis and Cyclic Voltammetric Studies of the Diiron Complexes ER<sub>2</sub>[(η<sup>5</sup>-C<sub>5</sub>H<sub>4</sub>)Fe(L<sub>2</sub>)Me]<sub>2</sub>(E = C, Si, Ge, Sn; R = H, alkyl; L<sub>2</sub>= diphosphine) and (η<sup>5</sup>-C<sub>5</sub>H<sub>5</sub>)Fe(L<sub>2</sub>)ER<sub>2</sub>Fc (Fc = (η<sup>5</sup>-C<sub>5</sub>H<sub>4</sub>)Fe(η<sup>5</sup>-C<sub>5</sub>H<sub>5</sub>))",2008,"Organometallics","American Chemical Society (ACS)","http://dx.doi.org/10.1021/om8004004","",28,"2024-07-25 13:46:09","journal-article","10.1021/om8004004","0276-7333","",27,18,4739,4748,11,0.69,3,4,16,"","https://pubs.acs.org/doi/pdf/10.1021/om8004004",""
13,"Ramkrishna Adhikary, Sayantan Bose, Prasun Mukherjee, Aniket Thite, George A. Kraus, Aruna B. Wijeratne, Pritesh S. Sharma, Daniel W. Armstrong, Jacob W. Petrich","Influence of Chiral Ionic Liquids on the Excited-State Properties of Naproxen Analogs",2008,"The Journal of Physical Chemistry B","American Chemical Society (ACS)","http://dx.doi.org/10.1021/jp711508b","",29,"2024-07-25 13:46:09","journal-article","10.1021/jp711508b","1520-6106","",112,25,7555,7559,13,0.81,1,9,16,"","https://pubs.acs.org/doi/pdf/10.1021/jp711508b",""
38,"Bodin Tuesuwan, Jonathan T. Kern, Pei Wang Thomas, Mireya Rodriguez, Jing Li, Wendi M. David, Sean M. Kerwin","Simian Virus 40 Large T-Antigen G-Quadruplex DNA Helicase Inhibition by G-Quadruplex DNA-Interactive Agents",2008,"Biochemistry","American Chemical Society (ACS)","http://dx.doi.org/10.1021/bi701747d","",30,"2024-07-25 13:46:09","journal-article","10.1021/bi701747d","0006-2960","",47,7,1896,1909,38,2.38,5,7,16,"","https://pubs.acs.org/doi/pdf/10.1021/bi701747d",""
119,"William H. Heath, Frank Palmieri, Jacob R. Adams, Brian K. Long, Jerred Chute, Thomas W. Holcombe, Shelley Zieren, Matthew J. Truitt, Jeffery L. White, C. Grant Willson","Degradable Cross-Linkers and Strippable Imaging Materials for Step-and-Flash Imprint Lithography",2008,"Macromolecules","American Chemical Society (ACS)","http://dx.doi.org/10.1021/ma702291k","",31,"2024-07-25 13:46:09","journal-article","10.1021/ma702291k","0024-9297","",41,3,719,726,119,7.44,12,10,16,"","https://pubs.acs.org/doi/pdf/10.1021/ma702291k",""
0,"Shobhit Sharma, Jesus Monoz, Dana M Garcia","Exploration of gene changes in circadian rhythm in zebrafish eyes using microarray technology",2008,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.22.1_supplement.1222.7","",32,"2024-07-25 13:46:09","journal-article","10.1096/fasebj.22.1_supplement.1222.7","0892-6638","",22,,,,0,0.00,0,3,16,"The objective of this research is to determine changes in gene expression levels between day and night in zebrafish eye using microarray technology. Sampling was performed at midday in light adapted fish and midnight in dark adapted fish with the midday sample used as a control. Preliminary results using duplicate samples reveal 256 genes which are differentially regulated under these two conditions (p value <0.05). Among these 256 genes, 62 showed a 2‐fold or greater change expression. We selected 5 genes for further analysis. Among these genes we found that expression zgc:66156 (encoding a motor protein) in the dark was 50% more than its expression level in the light, and expression of zgc:92682 was up‐regulated 2‐fold in the dark. In contrast, expression of the phosphodiesterase zgc:73359 was decreased about 50%, phosphodiesterase zgc:73310 was decreased more than 50% in dark and erbb2 was decreased 50% in the dark. Results will be further confirmed by quantitative PCR and fluorescent in situ hybridization.","",""
9,"Benjamin R. Furman, Stephen T. Wellinghoff, Paul M. Thompson, Gary W. Beall, Richard M. Laine, H. Ralph Rawls","Preparation, Characterization, and Modeling of α-Zirconium Phosphonates with Ether-Functional Surfaces",2008,"Chemistry of Materials","American Chemical Society (ACS)","http://dx.doi.org/10.1021/cm801072r","",33,"2024-07-25 13:46:09","journal-article","10.1021/cm801072r","0897-4756","",20,17,5491,5499,9,0.56,2,6,16,"","https://pubs.acs.org/doi/pdf/10.1021/cm801072r",""
5,"Todd A. Armstrong, Daniel R. Lee, Gaylene S. Armstrong","An Assessment of Scales Measuring Constructs in Tests of Criminological Theory Based on National Youth Survey Data",2008,"Journal of Research in Crime and Delinquency","SAGE Publications","http://dx.doi.org/10.1177/0022427808326588","",34,"2024-07-25 13:46:09","journal-article","10.1177/0022427808326588","0022-4278","",46,1,73,105,5,0.31,2,3,16,"Researchers have utilized the National Youth Survey (NYS) data to test a variety of theoretical explanations of criminal behavior. Here, the authors offer an assessment of scales used in tests of criminological theory based on NYS data. The authors conducted this assessment to provide results informing future tests of theory. Their analyses focus on understanding the extent to which scales representative of different theories are actually based on the same item content. They test for two distinct processes that may explain this phenomenon. In the first process, scales measuring a given construct are attributed to different theories. In the second process, scales measuring different constructs are based on the same items. Results show that both of the processes described above contribute to the use of the same NYS items in scales that are attributed to different theories. To inform future tests of theory, the authors identify the sections of the NYS where each of these processes are most prevalent, in effect identifying the areas of the NYS that future tests of theory should treat with the greatest care. Based on the implications of each process identified above, the authors also offer some suggestions to strengthen future tests of theory using NYS data.","http://journals.sagepub.com/doi/pdf/10.1177/0022427808326588",""
39,"M. Solmaz, H. Park, C. K. Madsen, X. Cheng","Patterning chalcogenide glass by direct resist-free thermal nanoimprint",2008,"Journal of Vacuum Science &amp; Technology B: Microelectronics and Nanometer Structures Processing, Measurement, and Phenomena","American Vacuum Society","http://dx.doi.org/10.1116/1.2890699","",35,"2024-07-25 13:46:09","journal-article","10.1116/1.2890699","1071-1023","",26,2,606,610,39,2.44,10,4,16,"In this article, patterning As2S3 chalcogenide glass is investigated from a nanoimprint perspective. Thermal nanoimprint was used to successfully pattern As2S3 microstructures. Due to the high melt viscosity of As2S3, patterns of a few microns and submicrons can be well formed, while larger patterns cannot be faithfully replicated due to limited melt flow when a thin initial film is used. Accelerated crystallite formation after nanoimprint was observed and a method to suppress crystallites was explored. In patterned As2S3 microstructures, optical birefringence was observed near the pattern edges, which potentially has a significant impact on the optical properties of patterned microstructures. It was also observed that significant surfactant wear occurs after just a few nanoimprints. A new surfactant with better temperature stability was proposed and its durability was compared to commonly used nanoimprint surfactant such as heptadecafluoro-1,1,2,2-tetrahydrodecyl trichlorosilane.","https://pubs.aip.org/avs/jvb/article-pdf/26/2/606/15744410/606_1_online.pdf",""
