Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"ABBY GAIL MASK, JONI SCHNEIDER, XINGDE JIA","EXTREMAL CAYLEY DIGRAPHS OF FINITE ABELIAN GROUPS",2011,"Journal of Interconnection Networks","World Scientific Pub Co Pte Lt","http://dx.doi.org/10.1142/s0219265911002873","",11,"2024-07-25 13:38:08","journal-article","10.1142/s0219265911002873","0219-2659","",12,1,125,135,1,0.08,0,3,13,"Cayley digraphs of finite abelian groups are often used to model communication networks. Because of their applications, extremal Cayley digraphs have been studied extensively in recent years. Given any positive integers d and k. Let m","https://www.worldscientific.com/doi/pdf/10.1142/S0219265911002873",""
7,"Garry L. White, Francis A. Méndez Mediavilla, Jaymeen R. Shah","Information Privacy",2011,"International Journal of Information Security and Privacy","IGI Global","http://dx.doi.org/10.4018/jisp.2011010104","",12,"2024-07-25 13:38:08","journal-article","10.4018/jisp.2011010104","1930-1650","",5,1,50,66,7,0.54,2,3,13,"<p>In the Web dependent world, companies must respect and protect individuals’ information privacy. Companies develop and implement corporate information privacy policies to comply with the domestic and international information privacy laws and regulations. This paper investigates: (a) the approach used by multinational and domestic companies to develop and implement corporate information privacy policies; and (b) the perception of corporate managers/professionals toward information privacy legislation and secondary use of personally identifiable information (PII) that organizations collect. A survey was conducted to collect data from corporate CEOs, managers, and technical professionals of national and multinational companies. Findings indicate the following: 1) Views regarding the practicality and effectiveness of information privacy legislations are similar for respondents from the national and multinational companies. 2) Respondents are undecided about whether the privacy laws of the United States and foreign countries are equally restrictive. 3) Multinational companies do not favor developing and implementing uniform information privacy policies or different information privacy policies across countries of operations. 4) Respondents strongly agreed that unauthorized secondary use of personal information is unacceptable.</p>","https://www.igi-global.com/viewtitle.aspx?TitleId=53015",""
10,"Adam Duarte, Donald J. Brown, Michael R.J. Forstner","Estimating Abundance of the Endangered Houston Toad on a Primary Recovery Site",2011,"Journal of Fish and Wildlife Management","U.S. Fish and Wildlife Service","http://dx.doi.org/10.3996/072011-jfwm-041","",13,"2024-07-25 13:38:08","journal-article","10.3996/072011-jfwm-041","1944-687X","",2,2,207,215,10,0.77,3,3,13,"Abstract: The Griffith League Ranch is one of the primary recovery sites for the endangered Houston toad Bufo (Anaxyrus) houstonensis. New recovery initiatives have recently been implemented to increase Houston toad abundance; however, no robust estimate of population size has been conducted in the last decade of study, nor from this recovery site. To assist with inferences regarding efficacy of current and future management actions, we estimated adult Houston toad abundance on the Griffith League Ranch. Houston toads were sampled at breeding ponds during the 2010 breeding season using a mark–recapture methodology. We analyzed the data using a modified Jolly–Seber open population model in Program MARK. Models were built whereby the probability of capture remained constant, the apparent survival varied with time or was constant, and the probability of entry varied with time. Model averaging was used to account for uncertainty and the derived adult male Houston toad abundance ranged from 201 to 307 individuals. Using a previously determined Griffith League Ranch Houston toad functional sex ratio of 5∶1, we estimated the abundance of the total adult Houston toad population on this primary recovery site to be from 241 to 368 individuals. This study is the first to report a robust abundance estimate of a Houston toad population and provides a foundation for further research to quantify the impact of current and future management actions.","http://meridian.allenpress.com/jfwm/article-pdf/2/2/207/2751817/072011-jfwm-041.pdf",""
1,"Oleg Komogortsev, Corey Holland, Dan Tamir, Carl Mueller","Aiding usability evaluation via detection of excessive visual search",2011,"CHI '11 Extended Abstracts on Human Factors in Computing Systems","ACM","http://dx.doi.org/10.1145/1979742.1979868","",14,"2024-07-25 13:38:08","proceedings-article","10.1145/1979742.1979868","","",,,,,1,0.08,0,4,13,"","https://dl.acm.org/doi/pdf/10.1145/1979742.1979868",""
20,"Wei Li, Timothy J. Herrman, Susie Y. Dai","Determination of aflatoxins in animal feeds by liquid chromatography/tandem mass spectrometry with isotope dilution",2011,"Rapid Communications in Mass Spectrometry","Wiley","http://dx.doi.org/10.1002/rcm.4979","",15,"2024-07-25 13:38:08","journal-article","10.1002/rcm.4979","0951-4198","",25,9,1222,1230,20,1.54,7,3,13,"The objective of the present study is to develop a simple, fast method for detection of aflatoxins in animal feeds. Simultaneous quantitation of four aflatoxins (AFB","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Frcm.4979",""
10,"Mandy L. Marziaz, Kathryn Frazier, Paul B. Guidry, Robyn A. Ruiz, Ilona Petrikovics, Donovan C. Haines","Comparison of brain mitochondrial cytochrome c oxidase activity with cyanide LD<sub>50</sub> yields insight into the efficacy of prophylactics",2011,"Journal of Applied Toxicology","Wiley","http://dx.doi.org/10.1002/jat.1709","",16,"2024-07-25 13:38:08","journal-article","10.1002/jat.1709","0260-437X","",33,1,50,55,10,0.77,2,6,13,"ABSTRACT: Cyanide inhibits cytochrome c oxidase, the terminal oxidase of the mitochondrial respiratory pathway, therefore inhibiting the cell oxygen utilization and resulting in the condition of histotoxic anoxia. The enzyme rhodanese detoxifies cyanide by utilizing sulfur donors to convert cyanide to thiocyanate, and new and improved sulfur donors are actively sought as researchers seek to improve cyanide prophylactics. We have determined brain cytochrome c oxidase activity as a marker for cyanide exposure for mice pre‐treated with various cyanide poisoning prophylactics, including sulfur donors thiosulfate (TS) and thiotaurine (TT3). Brain mitochondria were isolated by differential centrifugation, the outer mitochondrial membrane was disrupted by a maltoside detergent, and the decrease in absorbance at 550 nm as horse heart ferrocytochrome c (generated by the dithiothreitol reduction of ferricytochrome c) was oxidized was monitored. Overall, the TS control prophylactic treatment provided significant protection of the cytochrome c oxidase activity. The TT3‐treated mice showed reduced cytochrome c oxidase activity even in the absence of cyanide. In both treatment series, addition of exogenous Rh did not significantly enhance the prevention of cytochrome c oxidase inhibition, but the addition of sodium nitrite did. These findings can lead to a better understanding of the protection mechanism by various cyanide antidotal systems. Copyright © 2011 John Wiley & Sons, Ltd.","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fjat.1709",""
66,"Matthew K. Kay, Thomas C. Erwin, Robert J. C. McLean, Gary M. Aron","Bacteriophage Ecology in <i>Escherichia coli</i> and <i>Pseudomonas aeruginosa</i> Mixed-Biofilm Communities",2011,"Applied and Environmental Microbiology","American Society for Microbiology","http://dx.doi.org/10.1128/aem.01797-10","",17,"2024-07-25 13:38:08","journal-article","10.1128/aem.01797-10","0099-2240","",77,3,821,829,66,5.08,17,4,13,"ABSTRACT: Phage therapy is being reexamined as a strategy for bacterial control in medical and other environments. As microorganisms often live in mixed populations, we examined the effect of","https://journals.asm.org/doi/pdf/10.1128/AEM.01797-10",""
41,"Molly A. O'Neil, Martin Burtscher","Floating-point data compression at 75 Gb/s on a GPU",2011,"Proceedings of the Fourth Workshop on General Purpose Processing on Graphics Processing Units","ACM","http://dx.doi.org/10.1145/1964179.1964189","",18,"2024-07-25 13:38:08","proceedings-article","10.1145/1964179.1964189","","",,,,,41,3.15,21,2,13,"","https://dl.acm.org/doi/pdf/10.1145/1964179.1964189",""
0,"Wesley A. Brown, Amanda B. Cegon, Zhuping Sheng","Utilizing Continuous Resistivity Profiling for Characterization of Canal Seepage in El Paso, Texas",2011,"Symposium on the Application of Geophysics to Engineering and Environmental Problems 2011","Environment and Engineering Geophysical Society","http://dx.doi.org/10.4133/1.3614288","",19,"2024-07-25 13:38:08","proceedings-article","10.4133/1.3614288","","",,,,,0,0.00,0,3,13,"","",""
2,"Hsun-Ming Lee, Ju Long, Mayur R. Mehta","Designing an E-mentoring application for facebook",2011,"Proceedings of the 49th SIGMIS annual conference on Computer personnel research","ACM","http://dx.doi.org/10.1145/1982143.1982175","",20,"2024-07-25 13:38:08","proceedings-article","10.1145/1982143.1982175","","",,,,,2,0.15,1,3,13,"","https://dl.acm.org/doi/pdf/10.1145/1982143.1982175",""
0,"Jiao Wang, Nate Currit","Uncertainty with the scaling-up of remotely sensed evapotranspiration estimation",2011,"Proceedings of the 2nd ACM SIGSPATIAL International Workshop on Querying and Mining Uncertain Spatio-Temporal Data","ACM","http://dx.doi.org/10.1145/2064969.2064970","",21,"2024-07-25 13:38:08","proceedings-article","10.1145/2064969.2064970","","",,,,,0,0.00,0,2,13,"","https://dl.acm.org/doi/pdf/10.1145/2064969.2064970",""
11,"Philip Salem, Patricia M. Shields","Out of the Woods",2011,"Administration &amp; Society","SAGE Publications","http://dx.doi.org/10.1177/0095399710393303","",22,"2024-07-25 13:38:08","journal-article","10.1177/0095399710393303","0095-3997","",43,1,124,132,11,0.85,6,2,13,"In “Into the Woods,” Karen Evans describes an increasingly hollow public administration environment that is shaped by a misplaced quest for efficiency. She looks to the pragmatism of John Dewey as a way to remedy the situation. This article extends her analysis by linking pragmatism to reflective thought, inquiry, nonlinear dynamics, and communication theories. Finally, a few suggestions for how to more fully take pragmatism to the PA workplace are discussed.","http://journals.sagepub.com/doi/pdf/10.1177/0095399710393303",""
5,"D. Kabakov, J.S. Tate, J.H. Koo","Effect of dispersion techniques on thermal and mechanical properties of phenolic/E-glass nanocomposites",2011,"Journal of Fire Sciences","SAGE Publications","http://dx.doi.org/10.1177/0734904110396160","",23,"2024-07-25 13:38:08","journal-article","10.1177/0734904110396160","0734-9041","",29,5,387,402,5,0.38,2,3,13,"Phenolic resin was modified using nanoclay to improve flammability/thermal properties. High-shear and planetary centrifugal (PC) mixing techniques were used to blend nanoclay into phenolic. This was followed by vacuum-assisted resin transfer molding to manufacture glass-reinforced nanocomposites. Loadings of 2.5, 5.0, and 7.5 wt% of nanoclay were processed using both techniques. The degree of dispersion was analyzed using scanning electron microscope and transmission electron microscope. Flammability/thermal property was evaluated using mass loss calorimeter. Mechanical properties such as flexural strength and modulus, compressive strength, interlaminar shear strength, and tensile strength and modulus were evaluated. It is concluded that the cost-effective PC mixing technique can be used in manufacturing nanocomposites to enhance flammability/thermal property without sacrificing mechanical properties.","http://journals.sagepub.com/doi/pdf/10.1177/0734904110396160",""
0,"Amber Sky Hutson, Gary W. Beall, L. Kevin Lewis","Sodium montmorillonite and quaternary ammonium organoclays: effect on fungal and bacterial cell growth and survival",2011,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.25.1_supplement.lb400","",24,"2024-07-25 13:38:08","journal-article","10.1096/fasebj.25.1_supplement.lb400","0892-6638","",25,,,,0,0.00,0,3,13,"Clays are composed of alumina, silica, water and sometimes contain metal cations such as Mg","",""
4,"Oleg Komogortsev, Corey Holland, Jose Camou","Adaptive eye-gaze-guided interfaces",2011,"CHI '11 Extended Abstracts on Human Factors in Computing Systems","ACM","http://dx.doi.org/10.1145/1979742.1979757","",25,"2024-07-25 13:38:08","proceedings-article","10.1145/1979742.1979757","","",,,,,4,0.31,1,3,13,"","https://dl.acm.org/doi/pdf/10.1145/1979742.1979757",""
12,"Christopher K. Lee, Naoko Araki, Drew S. Sowersby, L. Kevin Lewis","Factors affecting chemical‐based purification of DNA from <i>Saccharomyces cerevisiae</i>",2011,"Yeast","Wiley","http://dx.doi.org/10.1002/yea.1918","",26,"2024-07-25 13:38:08","journal-article","10.1002/yea.1918","0749-503X","",29,2,73,80,12,0.92,3,4,13,"ABSTRACT: Extraction of high molecular weight chromosomal DNA from yeast cells is a procedure that is performed frequently for experiments involving polymerase chain reaction (PCR), Southern blotting and other DNA analysis techniques. We have investigated several parameters affecting DNA yield and quality, using a simple chemical‐based purification procedure that was modelled on alkaline lysis methods developed for bacterial cells. The three major steps of the procedure, cell lysis, protein removal and DNA precipitation, were optimized by testing the impacts of several chemicals, including sodium dodecyl sulphate (SDS), sodium hydroxide, Tris buffer, sodium acetate and potassium acetate. Other parameters, such as the effect of elevated temperatures on cell lysis, were also investigated. A rapid, optimized protocol was derived for the purification of DNA from small cell cultures that can be readily digested with restriction enzymes and used as a template for PCR. Average yield was calculated to be approximately 1.7 µg DNA/10","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fyea.1918",""
0,"Brian A Sanderson, L. Kevin Lewis, Gary W. Beall","Analysis of oligonucleotide DNA binding to hydrotalcites and other nanomaterials",2011,"The FASEB Journal","Wiley","http://dx.doi.org/10.1096/fasebj.25.1_supplement.lb37","",27,"2024-07-25 13:38:08","journal-article","10.1096/fasebj.25.1_supplement.lb37","0892-6638","",25,,,,0,0.00,0,3,13,"Hydrotalcite (HT) is a naturally occurring double metal hydroxide nanomaterial consisting of magnesium and aluminum ions that exhibits plate‐like morphology. The metal hydroxide layers have a positive charge that is compensated by negatively charged interlayer anions due to isomorphous substitution of Al","",""
19,"Todd W. Moore, Richard W. Dixon","Climatology of Tornadoes Associated With Gulf Coast‐landfalling Hurricanes",2011,"Geographical Review","Informa UK Limited","http://dx.doi.org/10.1111/j.1931-0846.2011.00102.x","",28,"2024-07-25 13:38:08","journal-article","10.1111/j.1931-0846.2011.00102.x","0016-7428","",101,3,371,395,19,1.46,10,2,13,"","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1931-0846.2011.00102.x",""
7,"Pat Stephens Williams, Ray Darville, Adam Keul, Michael Legg, Nathan Garner, Chris Comer","Stakeholders' Attitudes Toward Black Bear in East Texas",2011,"Human Dimensions of Wildlife","Informa UK Limited","http://dx.doi.org/10.1080/10871209.2011.608181","",29,"2024-07-25 13:38:08","journal-article","10.1080/10871209.2011.608181","1087-1209","",16,6,414,424,7,0.54,1,6,13,"","https://www.tandfonline.com/doi/pdf/10.1080/10871209.2011.608181",""
1,"Farhad Ameri, Christian McArthur","An Experimental Evaluation of a Rule-Based Approach to Manufacturing Supplier Discovery in Distributed Environments",2011,"Volume 2: 31st Computers and Information in Engineering Conference, Parts A and B","ASMEDC","http://dx.doi.org/10.1115/detc2011-47768","",30,"2024-07-25 13:38:08","proceedings-article","10.1115/detc2011-47768","","",,,,,1,0.08,1,2,13,"Manufacturing supplier discovery in virtual environments is a computationally intensive task. Existing electronic marketplaces for manufacturing services, due to their syntactic and human-oriented approach in search, fail to build accurate connection between seller and buyers. Automation and intelligence are the two key requirements of web-based solution for efficient deployment of virtual supply chains. It was previously shown that an ontological approach, because of its semantic nature, yields more precise results compared to traditional techniques such as keyword search. While the proposed ontology, known as Manufacturing Service Description Language (MSDL), can sufficiently encode structural knowledge in the manufacturing domain, it doesn’t have the required level of expressivity for representing constraint knowledge. This paper introduces an extension to MSDL for formal representation of constraints and rules based on Semantic Web Rule Language (SWRL). To identify the rules and to evaluate the performance of the rule-based technique, an experimental approach is followed in this research.","http://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-pdf/doi/10.1115/DETC2011-47768/4537913/1121_1.pdf",""
22,"Michelle L. Pope, Ting Liu, Nancy Getchell","Object-Control Skills in Hispanic Preschool Children Enrolled in Head Start",2011,"Perceptual and Motor Skills","SAGE Publications","http://dx.doi.org/10.2466/10.11.17.24.pms.112.1.193-200","",31,"2024-07-25 13:38:08","journal-article","10.2466/10.11.17.24.pms.112.1.193-200","0031-5125","",112,1,193,200,22,1.69,7,3,13,"Fundamental movement skills are considered a building block for movement competence. However, little is known about the influence of culture and ethnicity on the development of fundamental motor skills. A total of 111 Hispanic preschool children enrolled in a Head Start program, ages 38 to 52 months, was assessed on object-control skills using Ulrich's Test of Gross Motor Development–2. About 83% of the participants scored poor (standard score ≤5) and 17% of children scored very poor on the performance scale (standard score ≤3) using the descriptions in the manual. In addition, both boys and girls evidenced similar deficiencies. This information has implications for exploring and implementing age-appropriate object-control skills for children with low socioeconomic status, such as these Hispanic Head Start preschoolers.","http://journals.sagepub.com/doi/pdf/10.2466/10.11.17.24.PMS.112.1.193-200",""
2,"Rahul Chakraborty, Ramalingam Shanmugam","Influence of L2 proficiency on kinematic duration of single words: Real and novel word production by Bengali-English speakers",2011,"International Journal of Speech-Language Pathology","Informa UK Limited","http://dx.doi.org/10.1080/17549507.2011.595824","",32,"2024-07-25 13:38:08","journal-article","10.1080/17549507.2011.595824","1754-9507","",13,6,536,548,2,0.15,1,2,13,"","https://www.tandfonline.com/doi/pdf/10.1080/17549507.2011.595824",""
3,"Angela R. Ausbrooks, David M. Gwin, J. Karen Brown","Legislative Advocacy for and by Youth Transitioning From Foster Care: A Practice/Education Collaboration",2011,"Journal of Public Child Welfare","Informa UK Limited","http://dx.doi.org/10.1080/15548732.2011.566765","",33,"2024-07-25 13:38:08","journal-article","10.1080/15548732.2011.566765","1554-8732","",5,2,234,250,3,0.23,1,3,13,"","https://www.tandfonline.com/doi/pdf/10.1080/15548732.2011.566765",""
31,"Nandhini Rangarajan, Dianne Rahm","Greening Human Resources",2011,"Review of Public Personnel Administration","SAGE Publications","http://dx.doi.org/10.1177/0734371x11408706","",34,"2024-07-25 13:38:08","journal-article","10.1177/0734371x11408706","0734-371X","",31,3,227,247,31,2.38,16,2,13,"How have environmental initiatives and “going green” permeated the human resources realm? This article, through a nationwide survey, examines the extent to which cities have incorporated environmentally friendly human resource practices. Results reveal that income, education, environmental awareness and presence of preexisting successful environmental programs have an impact on technical and strategic human resource practices in U.S. cities. This article discusses the implications for public administration.","http://journals.sagepub.com/doi/pdf/10.1177/0734371X11408706",""
